
Nucleus Distance from Center of Mass to Cell Membrane
 ==================== 
Nucleus Distance from Center of Mass to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
4.52586,um,Nucleus,1,TVC,0,100000000,
3.47726,um,Nucleus,1,TVC,1,100000001,
2.55641,um,Nucleus,1,TVC,2,100000002,
3.3723,um,Nucleus,1,TVC,3,100000003,
4.24271,um,Nucleus,1,TVC,4,100000004,
3.15283,um,Nucleus,1,TVC,5,100000005,
2.06742,um,Nucleus,1,TVC,6,100000006,
3.73406,um,Nucleus,1,TVC,7,100000007,
