
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
14.3906,22.1494,98.3896,um,Surface,BoundingBoxOO Length,1,ATMgroup,1,
17.7383,28.6641,36.1934,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
