
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.282245,,Cell,1,ATM,0,
0.326649,,Cell,1,TVC,1,
0.288763,,Cell,1,ATM,2,
0.297794,,Cell,1,TVC,3,
0.398321,,Cell,1,TVC,4,
0.459931,,Cell,1,TVC,5,
0.192432,,Cell,1,TVC,6,
