
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
47570,58131.2,7.45473,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,0,
47515.9,58139.2,-8.90883,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,2,
