
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.465226,,Cell,1,TVC,0,
0.478359,,Cell,1,TVC,1,
0.498241,,Cell,1,TVC,2,
0.459223,,Cell,1,TVC,3,
0.468271,,Cell,1,ATM,4,
0.439943,,Cell,1,ATM,5,
