
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
1463.32,um^3,Cell,1,ATM,3,
465.093,um^3,Cell,1,TVC,8,
368.835,um^3,Cell,1,TVC,9,
485.776,um^3,Cell,1,TVC,10,
922.447,um^3,Cell,1,TVC,11,
1199.61,um^3,Cell,1,TVC,12,
1209.89,um^3,Cell,1,TVC,13,
