
Nucleus Relative To Cell Position
 ==================== 
Nucleus Relative To Cell Position X,Nucleus Relative To Cell Position Y,Nucleus Relative To Cell Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
-0.132812,0.929688,-0.282425,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,3,100000012,
-0.550781,0.523438,-0.506638,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,8,100000006,
0.15625,0.046875,-0.427322,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,9,100000007,
-0.21875,0.351562,-1.07176,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,10,100000008,
-0.121094,1.00781,-1.96655,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,11,100000009,
-0.113281,0.078125,-1.4041,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,12,100000010,
0.105469,1.14844,-1.33801,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,13,100000011,
