
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
1555.05,um^2,Cell,1,TVC,0,
921.328,um^2,Cell,1,TVC,1,
1138.65,um^2,Cell,1,TVC,2,
1957.79,um^2,Cell,1,TVC,3,
5323.93,um^2,Cell,1,ATM,4,
4378.52,um^2,Cell,1,ATM,5,
