
Cell Ellipsoid Axis C
 ==================== 
Cell Ellipsoid Axis C X,Cell Ellipsoid Axis C Y,Cell Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.928314,-0.204961,-0.310201,um,Cell,Cell Ellipsoid Axis C,1,ATM,4,
0.877987,-0.455783,0.146287,um,Cell,Cell Ellipsoid Axis C,1,ATM,5,
-0.68845,0.644156,0.333316,um,Cell,Cell Ellipsoid Axis C,1,TVC,1,
-0.719945,0.308758,0.621568,um,Cell,Cell Ellipsoid Axis C,1,TVC,2,
-0.665744,0.733796,0.135385,um,Cell,Cell Ellipsoid Axis C,1,TVC,3,
-0.513295,0.600734,0.6129,um,Cell,Cell Ellipsoid Axis C,1,TVC,6,
