
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
34132.5,39766.5,43.6843,um,Surface,Center of Homogeneous Mass,1,ATM,0,
34139.6,39722.1,16.0679,um,Surface,Center of Homogeneous Mass,1,TVCgroup,1,
