
Nucleus BoundingBoxOO Length
 ==================== 
Nucleus BoundingBoxOO Length A,Nucleus BoundingBoxOO Length B,Nucleus BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,CellID,ID,
6.19938,8.79718,10.9463,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,0,100000000,
6.49334,8.79049,10.1397,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,1,100000001,
5.45927,6.87873,8.54966,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,2,100000002,
5.75275,8.15927,8.53852,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,3,100000003,
3.24444,5.89417,7.44557,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,4,100000004,
