
Nucleus Ellipsoid Axis Length C
 ==================== 
Nucleus Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,CellID,ID,
5.05896,um,Nucleus,1,TVC,1,100000000,
5.65307,um,Nucleus,1,TVC,2,100000001,
5.55256,um,Nucleus,1,TVC,3,100000002,
5.18505,um,Nucleus,1,TVC,4,100000003,
5.99874,um,Nucleus,1,TVC,5,100000004,
5.82061,um,Nucleus,1,TVC,6,100000005,
7.27201,um,Nucleus,1,ATM,0,100000006,
