
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.194193,,Cell,1,ATM,0,
0.37537,,Cell,1,TVC,1,
0.347204,,Cell,1,TVC,2,
0.406127,,Cell,1,TVC,3,
0.37112,,Cell,1,TVC,4,
0.367137,,Cell,1,TVC,5,
0.293423,,Cell,1,TVC,6,
