
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
46213,70036.4,98.3822,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
46241.7,69981.9,69.2059,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
