
Nucleus Center of Image Mass Ch=2 Img=1
 ==================== 
Nucleus Center of Image Mass X,Nucleus Center of Image Mass Y,Nucleus Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,CellID,ID,
42218.6,55892.7,66.4456,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,ATM,1,100000002,
42204.7,55834.8,85.0601,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,6,100000005,
42193,55839.8,84.599,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,8,100000007,
42186.6,55848.4,85.1152,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,9,100000008,
42193.1,55832.9,89.0079,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,10,100000009,
42201.6,55829.3,91.2915,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,11,100000010,
42191.5,55842.5,89.0226,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,13,100000012,
