
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
37028.4,68015.8,150.218,um,Surface,Center of Homogeneous Mass,1,ATM,6,
37015.4,68071.4,120.277,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
