
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
37030.5,68015.5,150.167,um,Surface,1,Center of Image Mass,Image 1,1,ATM,6,
37015.8,68071.1,120.363,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
