
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
22.7676,46.9531,26.2825,um,Surface,BoundingBoxAA Length,1,ATMgroup,4,
35.0039,28.7344,21.6195,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
