
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.413017,,Cell,1,TVC,0,
0.57002,,Cell,1,TVC,1,
0.270204,,Cell,1,TVC,3,
0.405206,,Cell,1,TVC,4,
0.449677,,Cell,1,ATM,6,
0.431253,,Cell,1,ATM,10,
