
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
34200.1,30883,57.9134,um,Cell,Cell Center of Homogeneous Mass,1,ATM,7,
34217.5,30914,56.7596,um,Cell,Cell Center of Homogeneous Mass,1,ATM,8,
34290.7,30927.8,48.9953,um,Cell,Cell Center of Homogeneous Mass,1,TVC,6,
34285.6,30928.1,52.3945,um,Cell,Cell Center of Homogeneous Mass,1,TVC,9,
34296.9,30931.5,54.2699,um,Cell,Cell Center of Homogeneous Mass,1,TVC,10,
34279,30931.5,54.7373,um,Cell,Cell Center of Homogeneous Mass,1,TVC,11,
