
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
1908.85,um^2,Cell,1,ATM,0,
2354.54,um^2,Cell,1,ATM,1,
3518.28,um^2,Cell,1,ATM,2,
1535.88,um^2,Cell,1,TVC,3,
1232.3,um^2,Cell,1,TVC,4,
1169.43,um^2,Cell,1,TVC,5,
1167.94,um^2,Cell,1,TVC,6,
