
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
3.10383,um,Nucleus,1,ATM,0,100000000,
3.27117,um,Nucleus,1,ATM,1,100000001,
4.35183,um,Nucleus,1,ATM,2,100000002,
2.9546,um,Nucleus,1,TVC,3,100000003,
2.52586,um,Nucleus,1,TVC,4,100000004,
2.28553,um,Nucleus,1,TVC,5,100000005,
2.48698,um,Nucleus,1,TVC,6,100000006,
