
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
22.0879,26.4063,49.7813,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
14.5781,27.6875,32.9902,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
