
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.55938,0.827457,0.049079,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
0.40556,-0.294287,0.865399,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
