
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.148325,-0.781184,0.606424,um,Surface,Ellipsoid Axis A,1,ATMgroup,0,
0.609446,-0.766531,-0.2025,um,Surface,Ellipsoid Axis A,1,TVCgroup,2,
