
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
9.39812,um,Surface,1,TVCgroup,0,
8.76567,um,Surface,1,ATMgroup,4,
