
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
2.64522,um,Nucleus,1,TVC,0,100000000,
2.34902,um,Nucleus,1,TVC,1,100000001,
1.91669,um,Nucleus,1,TVC,2,100000002,
2.40701,um,Nucleus,1,TVC,3,100000003,
2.81153,um,Nucleus,1,ATM,7,100000007,
2.93584,um,Nucleus,1,ATM,8,100000008,
