
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
43220.1,85004.9,140.383,um,Cell,Cell Center of Homogeneous Mass,1,ATM,0,
43233.4,84965,145.154,um,Cell,Cell Center of Homogeneous Mass,1,TVC,1,
43228,84948.6,146.086,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
43237.5,84937.4,151.057,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
43237.8,84956.3,154.739,um,Cell,Cell Center of Homogeneous Mass,1,TVC,4,
43240.6,84944.5,157.766,um,Cell,Cell Center of Homogeneous Mass,1,TVC,5,
