
Nucleus Center of Image Mass Ch=1 Img=1
 ==================== 
Nucleus Center of Image Mass X,Nucleus Center of Image Mass Y,Nucleus Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,CellID,ID,
43222,85001.3,137.735,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,ATM,0,100000000,
43235.7,84962.3,145.549,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,1,100000001,
43229.7,84949.5,145.671,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,2,100000002,
43240.7,84939.5,149.513,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,3,100000003,
43240.2,84954.8,154.67,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,4,100000004,
43242.8,84946.9,156.963,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,5,100000005,
