
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
3144.27,um^2,Cell,1,ATM,2,
2973.55,um^2,Cell,1,ATM,3,
4204.07,um^2,Cell,1,ATM,4,
2734.86,um^2,Cell,1,TVC,7,
2114.51,um^2,Cell,1,TVC,8,
1819.7,um^2,Cell,1,TVC,9,
1674.19,um^2,Cell,1,TVC,10,
