
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
3275.94,um^2,Cell,1,ATM,0,
733.753,um^2,Cell,1,TVC,1,
721.154,um^2,Cell,1,TVC,2,
1221.69,um^2,Cell,1,TVC,3,
670.912,um^2,Cell,1,TVC,4,
1440.46,um^2,Cell,1,TVC,5,
1711.97,um^2,Cell,1,TVC,6,
