
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
38722.3,62387.6,-11.9807,um,Surface,Center of Homogeneous Mass,1,ATM,5,
38722.8,62364.4,8.02004,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
