
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
10.5595,um,Cell,1,ATM,0,
15.8265,um,Cell,1,ATM,1,
7.19861,um,Cell,1,TVC,2,
7.33781,um,Cell,1,TVC,3,
8.29962,um,Cell,1,TVC,4,
7.63967,um,Cell,1,TVC,5,
