
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
38804.5,67109.3,123.943,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,0,
38755.3,67043.5,101.254,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,2,
