
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.199341,0.127366,0.971618,um,Surface,Ellipsoid Axis B,1,ATMgroup,2,
-0.180191,-0.675286,-0.715206,um,Surface,Ellipsoid Axis B,1,TVCgroup,0,
