
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
3.15817,um,Nucleus,1,ATM,1,100000000,
3.65441,um,Nucleus,1,ATM,2,100000001,
2.03408,um,Nucleus,1,TVC,3,100000002,
1.58197,um,Nucleus,1,TVC,4,100000003,
1.61095,um,Nucleus,1,TVC,5,100000004,
1.52892,um,Nucleus,1,TVC,6,100000005,
