
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.604665,,Nucleus,1,ATM,0,100000000,
0.615485,,Nucleus,1,ATM,1,100000001,
0.599636,,Nucleus,1,TVC,2,100000002,
0.612724,,Nucleus,1,TVC,3,100000003,
0.617103,,Nucleus,1,TVC,4,100000004,
0.616129,,Nucleus,1,TVC,5,100000005,
