
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
4376.2,um^2,Cell,1,ATM,0,
3958.42,um^2,Cell,1,ATM,1,
1889.61,um^2,Cell,1,TVC,2,
1406.08,um^2,Cell,1,TVC,3,
1215.06,um^2,Cell,1,TVC,4,
1168.74,um^2,Cell,1,TVC,5,
