
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.550757,,Cell,1,TVC,0,
0.45016,,Cell,1,TVC,1,
0.253265,,Cell,1,TVC,2,
0.346766,,Cell,1,ATM,3,
0.401668,,Cell,1,ATM,4,
0.335445,,Cell,1,TVC,5,
0.615062,,Cell,1,ATM,6,
