
Cell Ellipsoid Axis C
 ==================== 
Cell Ellipsoid Axis C X,Cell Ellipsoid Axis C Y,Cell Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.936698,0.252421,-0.242654,um,Cell,Cell Ellipsoid Axis C,1,ATM,3,
0.969683,0.218429,-0.10956,um,Cell,Cell Ellipsoid Axis C,1,ATM,4,
0.672287,0.73873,-0.0480341,um,Cell,Cell Ellipsoid Axis C,1,ATM,6,
0.626289,0.0856103,0.774876,um,Cell,Cell Ellipsoid Axis C,1,TVC,0,
-0.435369,0.489122,0.755787,um,Cell,Cell Ellipsoid Axis C,1,TVC,1,
0.877223,-0.457781,-0.144622,um,Cell,Cell Ellipsoid Axis C,1,TVC,2,
0.607865,0.172186,0.775147,um,Cell,Cell Ellipsoid Axis C,1,TVC,5,
