
Nucleus Volume
 ==================== 
Nucleus Volume,Unit,Category,Time,Default Labels,CellID,ID,
225.321,um^3,Nucleus,1,TVC,0,100000000,
253.777,um^3,Nucleus,1,TVC,1,100000001,
147.007,um^3,Nucleus,1,TVC,2,100000002,
228.334,um^3,Nucleus,1,ATM,3,100000003,
228.574,um^3,Nucleus,1,ATM,4,100000004,
149.438,um^3,Nucleus,1,TVC,5,100000005,
540.633,um^3,Nucleus,1,ATM,6,100000006,
