
Cell Distance to Image Border XY Img=1
 ==================== 
Cell Distance to Image Border XY,Unit,Category,Image,Time,Default Labels,ID,
28.6836,um,Cell,Image 1,1,TVC,0,
35.2148,um,Cell,Image 1,1,TVC,1,
44.3008,um,Cell,Image 1,1,TVC,2,
33.793,um,Cell,Image 1,1,TVC,3,
38.3398,um,Cell,Image 1,1,TVC,6,
28.3984,um,Cell,Image 1,1,ATM,7,
44.0195,um,Cell,Image 1,1,TVC,9,
