
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
47076.8,89804.3,105.082,um,Surface,2,Center of Image Mass,Image 1,1,ATM,6,
47113.8,89826.8,76.1982,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
