
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
4061.39,um^2,Cell,1,ATM,0,
1917.32,um^2,Cell,1,TVC,1,
1089.24,um^2,Cell,1,TVC,2,
2145.63,um^2,Cell,1,TVC,3,
1377.68,um^2,Cell,1,TVC,4,
2734.41,um^2,Cell,1,TVC,5,
