
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.822321,,Cell,1,ATM,0,
0.526587,,Cell,1,TVC,1,
0.297914,,Cell,1,TVC,2,
0.457631,,Cell,1,TVC,3,
0.269873,,Cell,1,TVC,4,
0.429579,,Cell,1,TVC,5,
