
Cell Center of Image Mass Ch=2 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
36799.6,73155.6,42.2228,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,4,
36822,73174,49.1168,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,5,
36837.4,73172.8,11.4281,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,0,
36832.8,73186.9,12.7732,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,1,
36843.3,73165,16.696,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,2,
36830.5,73174.3,15.6993,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,3,
