
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
38160.5,32317.1,16.6704,um,Cell,Cell Center of Homogeneous Mass,1,ATM,5,
38182.2,32269.9,22.3191,um,Cell,Cell Center of Homogeneous Mass,1,ATM,6,
38089.6,32338.2,-5.44259,um,Cell,Cell Center of Homogeneous Mass,1,TVC,1,
38105.2,32333,-2.5333,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
38098.9,32329.3,5.39371,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
38086.2,32334.8,6.57552,um,Cell,Cell Center of Homogeneous Mass,1,TVC,4,
