
Nucleus Distance from Nucleus Membrane to Cell Membrane
 ==================== 
Nucleus Distance from Nucleus Membrane to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
0.284766,um,Nucleus,1,TVC,1,100000000,
0.284759,um,Nucleus,1,TVC,2,100000001,
1.42003,um,Nucleus,1,TVC,3,100000002,
1.45206,um,Nucleus,1,TVC,4,100000003,
0.284766,um,Nucleus,1,ATM,5,100000004,
0.284764,um,Nucleus,1,ATM,6,100000005,
