
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
37332.2,82416.2,134.569,um,Surface,Center of Homogeneous Mass,1,ATM,5,
37375.2,82360.1,144.52,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
