
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
13.2969,19.0547,58.2402,um,Surface,BoundingBoxOO Length,1,ATM,5,
20.7891,28.5195,40.1055,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
