
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
5105.73,um^2,Cell,1,ATM,0,
2026.34,um^2,Cell,1,TVC,2,
1441.18,um^2,Cell,1,TVC,3,
2261.7,um^2,Cell,1,TVC,4,
1039.42,um^2,Cell,1,TVC,7,
2293.86,um^2,Cell,1,TVC,10,
1450.24,um^2,Cell,1,TVC,11,
