
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
2.8264,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,5,100000004,
2.02836,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,6,100000005,
2.33401,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,1,100000000,
1.35202,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,2,100000001,
1.07686,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,3,100000002,
2.06088,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,4,100000003,
