
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.281124,,Cell,1,TVC,0,
0.500074,,Cell,1,TVC,1,
0.260703,,Cell,1,TVC,2,
0.535877,,Cell,1,TVC,3,
0.412677,,Cell,1,ATM,4,
0.145448,,Cell,1,ATM,5,
0.423936,,Cell,1,ATM,6,
