
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
43429.2,57420.1,33.1477,um,Surface,Position,1,ATMgroup,4,
43415.4,57490.9,37.6196,um,Surface,Position,1,TVCgroup,0,
