
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.112941,0.08764,-0.989729,um,Surface,Ellipsoid Axis B,1,ATM,0,
0.864987,0.366211,0.343055,um,Surface,Ellipsoid Axis B,1,TVCgroup,1,
