
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.519261,0.854613,0.00230375,um,Surface,Ellipsoid Axis C,1,ATMgroup,3,
0.893419,-0.426583,0.140814,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
