
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
1874.79,um^2,Cell,1,TVC,0,
1241.12,um^2,Cell,1,TVC,1,
1571.57,um^2,Cell,1,TVC,2,
1733.46,um^2,Cell,1,TVC,4,
5423.36,um^2,Cell,1,ATM,8,
6200.51,um^2,Cell,1,ATM,10,
