
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
69.2537,um,Surface,1,ATMgroup,0,
17.5492,um,Surface,1,TVCgroup,2,
