
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
3548.45,um^3,Cell,1,TVC,0,
1823.95,um^3,Cell,1,TVC,1,
1862.54,um^3,Cell,1,TVC,2,
4021.42,um^3,Cell,1,TVC,3,
4330.79,um^3,Cell,1,ATM,4,
3259.02,um^3,Cell,1,ATM,5,
2736.11,um^3,Cell,1,ATM,6,
