
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
36607.1,70666.9,82.525,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,2,
36565.9,70727.1,62.0091,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
