
Cell Ellipsoid Axis B
 ==================== 
Cell Ellipsoid Axis B X,Cell Ellipsoid Axis B Y,Cell Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.381813,-0.711209,-0.590255,um,Cell,Cell Ellipsoid Axis B,1,ATM,2,
-0.630258,-0.0637895,-0.773761,um,Cell,Cell Ellipsoid Axis B,1,ATM,3,
0.0848669,-0.344056,0.935106,um,Cell,Cell Ellipsoid Axis B,1,TVC,7,
0.929904,-0.364099,-0.0520558,um,Cell,Cell Ellipsoid Axis B,1,TVC,8,
0.15891,0.982797,-0.0941203,um,Cell,Cell Ellipsoid Axis B,1,TVC,10,
0.110988,0.132152,-0.984996,um,Cell,Cell Ellipsoid Axis B,1,TVC,12,
-0.150375,-0.93395,-0.32423,um,Cell,Cell Ellipsoid Axis B,1,TVC,13,
-0.498704,-0.69839,-0.513367,um,Cell,Cell Ellipsoid Axis B,1,TVC,14,
