
Nucleus Distance from Origin
 ==================== 
Nucleus Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
73282.2,um,Nucleus,Nucleus Distance from Origin,1,ATM,9,100000009,
73305.6,um,Nucleus,Nucleus Distance from Origin,1,ATM,10,100000010,
73247.5,um,Nucleus,Nucleus Distance from Origin,1,TVC,2,100000002,
73233.8,um,Nucleus,Nucleus Distance from Origin,1,TVC,4,100000004,
73242.4,um,Nucleus,Nucleus Distance from Origin,1,TVC,5,100000005,
73228.4,um,Nucleus,Nucleus Distance from Origin,1,TVC,6,100000006,
