
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
42906.1,95287.8,55.9421,um,Surface,Position,1,ATM,0,
42865.4,95251.1,27.926,um,Surface,Position,1,TVCgroup,1,
