
Nucleus Ellipsoid Axis Length C
 ==================== 
Nucleus Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,CellID,ID,
7.45108,um,Nucleus,1,ATM,2,100000002,
9.29383,um,Nucleus,1,ATM,3,100000003,
3.70039,um,Nucleus,1,TVC,4,100000004,
3.72297,um,Nucleus,1,TVC,5,100000005,
3.46311,um,Nucleus,1,TVC,6,100000006,
3.91435,um,Nucleus,1,TVC,7,100000007,
